headlines,clean_headlines,labels,Dominant_Topic,Topic_Prob
As an overall effect of the above-mentioned measures Glaston will recognize non-recurring expenses of EUR 12 million in the fourth quarter of 2008 .,overall effect mentioned measure glaston recognize non recurring expense eur million fourth quarter,@neutral,3,0.94905645
Aspo has also investigated the sales opportunities of Kaukomarkkinat 's electronics business .,aspo also investigated sale opportunity kaukomarkkinat electronics business,@positive,1,0.7782632
"At a press conference , Lattelecom board chairman Nils Melngailis explained that Blackstone had been chosen for its experience in the IT sector as well as its financial strength .",press conference lattelecom board chairman nil melngailis explained blackstone chosen experience sector well financial strength,@positive,2,0.80872875
"At the beginning of the subscription period on May 2 , 2006 the share subscription price under B option right is EUR 10.22 per share .",beginning subscription period may share subscription price b option right eur per share,@positive,1,0.58525187
"Back then , Tikkurila 's former owner , Finnish chemicals company Kemira Oyj HEL : KRA1V , distributed an 86 % stake to Kemira shareholders to facilitate the divestment and listing of Tikkurila .",back tikkurila former owner finnish chemical company kemira oyj hel kra v distributed stake kemira shareholder facilitate divestment listing tikkurila,@neutral,3,0.51911527
"Based on negotiations with personnel , some 20 % have indicated their willingness to move to the new location .",based negotiation personnel indicated willingness move new location,@positive,2,0.7037275
BG Crane has a strong customer base in the on-road load handling and related installation and service businesses .,bg crane strong customer base road load handling related installation service business,@positive,2,0.5661154
Both Mr Walden and Mr Ignatius will be responsible also for the newspapers ' business result .,mr walden mr ignatius responsible also newspaper business result,@positive,2,0.93076485
Capitex Kalmar will continue to be responsible for the maintenance and technical development of the services .,capitex kalmar continue responsible maintenance technical development service,@positive,2,0.923264
"Cathay Forest 's strategy is to develop sustainable , regenerative forest assets .",cathay forest strategy develop sustainable regenerative forest asset,@positive,1,0.9146516
Changes to the as-built models from the design were communicated to the subcontractors to accommodate them into the steel and GRC glass reinforced concrete fabrication process .,change built model design communicated subcontractor accommodate steel grc glass reinforced concrete fabrication process,@neutral,2,0.89126617
"Chargers manufactured under the new platform are suitable for mobile phones , navigators , digital cameras , Bluetooth head sets , media players and other electronic devices .",charger manufactured new platform suitable mobile phone navigator digital camera bluetooth head set medium player electronic device,@neutral,1,0.51883036
"com , and we are constantly planning new ways to serve our customers online on a more comprehensive basis , '' says Matti Leminen , President of Anttila Oy .",com constantly planning new way serve customer online comprehensive basis say matti leminen president anttila oy,@positive,2,0.9587303
"Currently , YIT builds a housing estate Zapadnye Vorota 26,000 square metres in the city and a house 9,910 square metres , which will be completed at the end of 2009 .",currently yit build housing estate zapadnye vorota square metre city house square metre completed end,@neutral,1,0.90875983
Customers in a wide range of industries use our stainless steel and services worldwide .,customer wide range industry use stainless steel service worldwide,@neutral,2,0.87098163
Delivery will start immediately in June 2008 and will be completed in 2008 .,delivery start immediately june completed,@neutral,1,0.45309433
"Demonstrations of the broad capabilities of the Mobility Business Suite will be organized during the 3GSM World Congress in Barcelona , from February 12th to 15th .",demonstration broad capability mobility business suite organized gsm world congress barcelona february th th,@positive,2,0.6954458
Each option right entitles the holder to subscribe for one new share at a subscription price of EUR0 .045 during the subscription period which ends on 31 December 2013 .,option right entitles holder subscribe one new share subscription price eur subscription period end december,@positive,1,0.7166568
Elisa will expand the use of this technology provided the pilot proves successful .,elisa expand use technology provided pilot prof successful,@positive,1,0.58629024
"Elite Residence Tower , a new development by Tameer , is located at the heart of Dubai Marina .",elite residence tower new development tameer located heart dubai marina,@neutral,1,0.9379703
Europe needs 17 new large paper machines .,europe need new large paper machine,@neutral,1,0.89635825
Exel wants to serve its industrial customers with individual products .,exel want serve industrial customer individual product,@positive,1,0.5398391
"Finnish bank Pohjola Bank Plc HEL : POH1S said today that it will issue a EUR 40 million USD 51.2 m index-linked bond , Pohjola Tutkimuksen Tahdet VIII-2010 Pohjola Research Stars VIII-2010 , on October 27 , 2010 .",finnish bank pohjola bank plc hel poh said today issue eur million usd index linked bond pohjola tutkimuksen tahdet viii pohjola research star viii october,@neutral,3,0.57438815
"Finnish diversified holding company Aspo Oyj said on September 8 , 2008 that it will sell the Finnish tape business of its Kaukomarkkinat unit to local Oy Telpak Ab .",finnish diversified holding company aspo oyj said september sell finnish tape business kaukomarkkinat unit local oy telpak ab,@neutral,1,0.8757228
"Finnish retailer Stockmann has won approval from the board of Swedish rival Lindex for a public tender offer with the aim of expanding the companies ' presence in Russia and other CEE countries , Stockmann said Monday .",finnish retailer stockmann approval board swedish rival lindex public tender offer aim expanding company presence russia cee country stockmann said monday,@positive,1,0.8026031
"Finnish software and hardware developer Elektrobit Oyj HEL : EBG1V , or EB , said today it will temporarily lay off up to 200 people for a maximum of 90 day in Finland , aiming to achieve cost savings of EUR 1.7 million USD 2m in the second half of 2010 .",finnish software hardware developer elektrobit oyj hel ebg v eb said today temporarily lay people maximum day finland aiming achieve cost saving eur million usd second half,@neutral,3,0.72075766
"Following the impact , the Altima hit a utility pole , causing a live electric line to fall onto the roadway .",following impact altima hit utility pole causing live electric line fall onto roadway,@neutral,1,0.48307565
From Merisatama to the far corners of the world Asfaltti Osakeyhti+� Lemmink+�inen was established in 1910 by a group of master builders in Helsinki as a specialist business and subcontractor .,merisatama far corner world asfaltti osakeyhti lemmink inen established group master builder helsinki specialist business subcontractor,@neutral,1,0.6190585
"F-Secure , a developer of security solutions as a service through Internet Service Providers and mobile operators , announced results from its annual Online Wellbeing Survey .",f secure developer security solution service internet service provider mobile operator announced result annual online wellbeing survey,@positive,2,0.96101475
"Further concrete cooperation is also carried out through various projects , doctoral theses and diploma dissertations .",concrete cooperation also carried various project doctoral thesis diploma dissertation,@neutral,1,0.93588036
"Furthermore , the company will sell the warehouse and office buildings in Loudeac and Saint Marcel and lease new joint premises for these operations in Morvillars .",furthermore company sell warehouse office building loudeac saint marcel lease new joint premise operation morvillars,@neutral,1,0.9567175
"Handelsbanken ranked before Local Cooperative Banks and Aktia in customer loyalty this time too , however .",handelsbanken ranked local cooperative bank aktia customer loyalty time however,@positive,3,0.69170594
He is resting comfortably and is looking forward to getting back to work . '',resting comfortably looking forward getting back work,@positive,2,0.6461691
"If the employee leaves the company within the duration of the cover , the money invested to ensure commitment is returned to the company .",employee leaf company within duration cover money invested ensure commitment returned company,@positive,2,0.7252708
"In 2008 , Kemira recorded revenue of approximately EUR 2.8 billion and had a staff of 9,400 .",kemira recorded revenue approximately eur billion staff,@neutral,3,0.7752433
"In accordance with the terms and conditions of Alma Media 's 2006 option program , the share subscription price for the 2006A option rights was EUR 4.88 per share and the book countervalue EUR 0.60 per share .",accordance term condition alma medium option program share subscription price option right eur per share book countervalue eur per share,@positive,1,0.42247447
"In addition to supplying a new headbox and a modern sizing and coating unit , Vaahto Group will provide erection supervision , training and start-up services .",addition supplying new headbox modern sizing coating unit vaahto group provide erection supervision training start service,@neutral,2,0.95730907
"In Finland , Martela offers a comprehensive service that can cover the entire process of change from initial inventory and design to removal and maintenance .",finland martela offer comprehensive service cover entire process change initial inventory design removal maintenance,@positive,2,0.9524574
"In Finland , the corresponding service is Alma Media 's Etuovi.com , Finland 's most popular and best known nationwide online service for home and property sales .",finland corresponding service alma medium etuovi com finland popular best known nationwide online service home property sale,@positive,2,0.6866019
"In Penttil+� 's vision , the most important reason for the transaction is Russia .",penttil vision important reason transaction russia,@positive,1,0.9012459
"In recent months , Capman has taken significant steps to simplify its operations , CEO Lennart Simonsen said .",recent month capman taken significant step simplify operation ceo lennart simonsen said,@positive,1,0.56243134
"In stead of being based on a soft drink , as is usual , the Teho energy drink is made with fresh water .",stead based soft drink usual teho energy drink made fresh water,@positive,2,0.93627965
"In the Baltics , the merger of the businesses of the two is expected to be completed in early 2008 .",baltic merger business two expected completed early,@neutral,1,0.7127476
"In the next few years , the ICT sector 's share of electricity consumption will be raised by the increase in the popularity of smartphones .",next year ict sector share electricity consumption raised increase popularity smartphones,@positive,1,0.8008646
"In the video above Marimekko 's design manager , Noora Niiininoski , explains that the brands are a natural fit for each other because they both have a timeless style .",video marimekko design manager noora niiininoski explains brand natural fit timeless style,@positive,2,0.9473583
It also confirmed its earnings guidance for the whole 2009 issued in its report for the whole 2008 .,also confirmed earnings guidance whole issued report whole,@neutral,3,0.91539055
"It also has strong assets in electronic media , employing 18,500 an increase of 9 percent on last year .",also strong asset electronic medium employing increase percent last year,@positive,3,0.5730291
It is hand-painted resin with real 14-0 trebles and is 75cm long by 25cm deep from top to bottom of the middle hook .,hand painted resin real treble cm long cm deep top bottom middle hook,@positive,1,0.94473386
"It is part of the development of the world-class magnetite deposit at Karara , which has the known potential for over 30 million metric tons of annual processing of magnetite over its estimated 30-year life .",part development world class magnetite deposit karara known potential million metric ton annual processing magnetite estimated year life,@neutral,1,0.73481375
"It is the last smartphone running Maemo 5 , which is to be replaced with MeeGo , a joint project between Nokia , Intel and the open source community .",last smartphone running maemo replaced meego joint project nokia intel open source community,@neutral,2,0.5788539
"It makes a wide range of mobile devices with services and software that enable people to experience music , navigation , video , television , imaging , games and business mobility .",make wide range mobile device service software enable people experience music navigation video television imaging game business mobility,@neutral,2,0.8497678
It offers advanced machinery maintenance and process development services to the pulp and paper industry in Northern China .,offer advanced machinery maintenance process development service pulp paper industry northern china,@positive,2,0.75486284
"It operates under three distinct brands : United Supermarkets , Market Street and United Supermercado .",operates three distinct brand united supermarket market street united supermercado,@positive,1,0.93307215
"It s an area that is highly valued , because most of the land there has already been built on .",area highly valued land already built,@positive,1,0.4808407
"Kaido Kaare , general director for Atria Eesti , says the company 's investments in the upgrade of the pig farms surpass EEK 150mn EUR 9.59 mn USD 14.19 mn in the past years .",kaido kaare general director atrium eesti say company investment upgrade pig farm surpass eek mn eur mn usd mn past year,@neutral,3,0.7239682
"Kaukopartio Oy has acquired specialized knowledge in Far Eastern operations , and industrial sourcing services are their core competence .",kaukopartio oy acquired specialized knowledge far eastern operation industrial sourcing service core competence,@neutral,1,0.52366614
Kaupthing Bank will publish its annual results for 2007 before markets open on Thursday 31 January .,kaupthing bank publish annual result market open thursday january,@neutral,2,0.8749531
"LONDON AFX - UK and European brokers ' recommendations issued today , as collated by AFX News from a range of market sources .",london afx uk european broker recommendation issued today collated afx news range market source,@neutral,1,0.49522728
"LONDON ICIS -- Tikkurila has completed the sale of its powder coatings business to Finnish industrial coatings firm Teknos Group , the Finland-based decorative paints company said on Wednesday .",london icis tikkurila completed sale powder coating business finnish industrial coating firm teknos group finland based decorative paint company said wednesday,@neutral,3,0.45615682
The fine print is here .,fine print,@positive,1,0.775721
M. and a Master of Business Administration MBA .,master business administration mba,@neutral,1,0.8634214
Martela is a front runner in providing innovative solutions and customer service Martela designs and supplies interior solutions for working environments and public spaces .,martela front runner providing innovative solution customer service martela design supply interior solution working environment public space,@positive,2,0.82973045
More than 80 special events in the three counties during four months were hosted by the library system and its nine branch libraries .,special event three county four month hosted library system nine branch library,@positive,3,0.53447473
Ms Laakso will be responsible for HKScan 's HR functions and for their development in all of the Group ` smarket areas .,m laakso responsible hkscan hr function development group smarket area,@positive,2,0.44311053
NetCom expects to complete Turbo 3G deployment in these areas this year .,netcom expects complete turbo g deployment area year,@neutral,1,0.755377
"New Delhi , July 17 -- Sahlberg Teppo , Kallio Timo and Mustonen Tuomas of M Real OYJ , Espoo , Finland have developed novel markings and methods of producing the same .",new delhi july sahlberg teppo kallio timo mustonen tuomas real oyj espoo finland developed novel marking method producing,@positive,1,0.96005833
"Nokia Siemens Networks provides mobile and fixed network infrastructure , communications and networks service platforms , as well as professional services , to operators and service providers .",nokia siemens network provides mobile fixed network infrastructure communication network service platform well professional service operator service provider,@positive,2,0.6546601
"Nokia will continue to invest in future development of Qt for the benefit of all users , both Commercial and LGPL .",nokia continue invest future development qt benefit user commercial lgpl,@positive,1,0.8027802
Nokian Tyres ' tyres are considered genuine winter tyres in Russia .,nokian tyre tyre considered genuine winter tyre russia,@neutral,1,0.7115165
"Of these shares 29,659,239 are held by the Company or its group companies and the number of outstanding shares and voting rights attached to the shares thus amounts to 322,705,218 .",share held company group company number outstanding share voting right attached share thus amount,@positive,1,0.950942
"On the other hand , Finnish sawmills ' production has decreased even more .",hand finnish sawmill production decreased even,@positive,3,0.59170985
"One of the installed elevators will be a double-deck elevator , which enables more efficient use of the building 's core space .",one installed elevator double deck elevator enables efficient use building core space,@positive,2,0.6395585
"One of the opportunities would be to bring all Baltic meat processing to Rakvere , like processing was concentrated at the Vantaa meat-packing unit in Finland , the paper wrote .",one opportunity would bring baltic meat processing rakvere like processing concentrated vantaa meat packing unit finland paper wrote,@positive,1,0.79007167
"Outotec 's scope of delivery covers the engineering , supply of special equipment and services for a calcination plant with two circulating fluid bed calciners .",outotec scope delivery cover engineering supply special equipment service calcination plant two circulating fluid bed calciners,@positive,3,0.359005
"Outotec 's scope of delivery includes design , basic engineering and supply of proprietary equipment for a sinter plant with a grate area of 496 square meters .",outotec scope delivery includes design basic engineering supply proprietary equipment sinter plant grate area square meter,@neutral,1,0.957566
"Participants at any of the book discussions or other special events , or visitors to the car dealership were eligible to enter the drawing for the 2005 silver , four-door Altima .",participant book discussion special event visitor car dealership eligible enter drawing silver four door altima,@positive,1,0.8248584
Peigs www.peigs.se will become part of Sardus Latta Maltider Light Meals unit .,peigs www peigs se become part sardus latta maltider light meal unit,@neutral,1,0.725478
Pharmaceuticals - Belgium This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Belgium .,pharmaceutical belgium brand new market analysis give clear overview actual situation future outlook pharmaceutical market belgium,@positive,2,0.9594982
Pharmaceuticals - Czech Republic This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Czech Republic .,pharmaceutical czech republic brand new market analysis give clear overview actual situation future outlook pharmaceutical market czech republic,@positive,2,0.9638481
Pharmaceuticals - Italy This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Italy .,pharmaceutical italy brand new market analysis give clear overview actual situation future outlook pharmaceutical market italy,@positive,2,0.95915353
Pharmaceuticals - Netherlands This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Netherlands .,pharmaceutical netherlands brand new market analysis give clear overview actual situation future outlook pharmaceutical market netherlands,@positive,2,0.95921683
Pharmaceuticals - Poland This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Poland .,pharmaceutical poland brand new market analysis give clear overview actual situation future outlook pharmaceutical market poland,@positive,2,0.9590638
Pharmaceuticals - Spain This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Spain .,pharmaceutical spain brand new market analysis give clear overview actual situation future outlook pharmaceutical market spain,@positive,2,0.95949644
"Product coverage : baked goods ; biscuits ; breakfast cereals Data coverage : market sizes historic and forecasts , company shares , brand shares and distribution data .",product coverage baked good biscuit breakfast cereal data coverage market size historic forecast company share brand share distribution data,@positive,1,0.96388006
"Pulkovo park will be ready in 2016 , its first stage of 23,000 sq. m. will be finished in the first quarter of 2010 .",pulkovo park ready first stage sq finished first quarter,@positive,1,0.5793685
Quality chargers under CHARGZ brand are sold in selected retail stores and other sales locations world-wide .,quality charger chargz brand sold selected retail store sale location world wide,@neutral,1,0.90959334
"Rapala VMC Corporation Rapala , a leading fishing tackle and sporting goods manufacturer and distributor , is the main owner of Peltonen with its 80 % shareholding .",rapala vmc corporation rapala leading fishing tackle sporting good manufacturer distributor main owner peltonen shareholding,@positive,1,0.9558149
"Remote Phone Management demonstrates SysOpen Digia 's unique end-to-end offering for operators , handset manufacturers and enterprise customers .",remote phone management demonstrates sysopen digia unique end end offering operator handset manufacturer enterprise customer,@neutral,1,0.95533246
"Renzo Piano 's building design will be a wonderful addition to London 's skyline , '' says Noud Veeger , EVP and Area Director for Central and North Europe at KONE .",renzo piano building design wonderful addition london skyline say noud veeger evp area director central north europe kone,@positive,2,0.73430806
"Reporting in accordance with the merged business operations will start as of January 1 , 2011 .",reporting accordance merged business operation start january,@neutral,1,0.5766168
RusHydro has an agreement to transfer its stakes in OESK and the five ERCs into the trust management of Inter RAO .,rushydro agreement transfer stake oesk five ercs trust management inter rao,@positive,1,0.94015
Russia wants to utilise its huge forest reserves in a very different way from what has been done so far .,russia want utilise huge forest reserve different way done far,@positive,2,0.8466343
Ruukki is restructuring commercial and industrial construction operations in pursuit of permanent improvements whilst adjusting operations to market conditions .,ruukki restructuring commercial industrial construction operation pursuit permanent improvement whilst adjusting operation market condition,@positive,1,0.6168216
s already good position in the technical building services market in Ostrobothnia .,already good position technical building service market ostrobothnia,@positive,2,0.55073994
"S Group 's loyal customer magazine Yhteishyv+� came second with 1,629,000 readers and Sanoma Corporation 's daily newspaper Helsingin Sanomat was third with 1,097,000 readers .",group loyal customer magazine yhteishyv came second reader sanoma corporation daily newspaper helsingin sanomat third reader,@positive,3,0.48548877
"SCOPI Chief Business Excellence Officer , Eng .",scopi chief business excellence officer eng,@positive,2,0.83660954
"Seppala transferred the sale to a greater extent than last year to February , and this is reflected on the January sales figures .",seppala transferred sale greater extent last year february reflected january sale figure,@positive,3,0.9468534
"Stora Enso Oyj said Friday it will sell its North American unit to NewPage , in a deal valued at euro1 .82 billion US$ 2.52 million .",stora enso oyj said friday sell north american unit newpage deal valued euro billion u million,@positive,3,0.4525609
Subject-matter of the invention furthermore is the use of the cyclone for separating partly molten particles . '',subject matter invention furthermore use cyclone separating partly molten particle,@positive,1,0.936319
"Taking a cue from the playbook of the East Dillon Lions , we 've created a special team of heavy-hitting style players , such as boot-cut jeans , tummy tops and , of course , cowboy boots .",taking cue playbook east dillon lion created special team heavy hitting style player boot cut jean tummy top course cowboy boot,@positive,2,0.8670229
"Tekla 's defense business employs over 20 persons and is located in Espoo , Finland .",tekla defense business employ person located espoo finland,@positive,1,0.5147389
"Tekla 's software solutions make customers ' core processes more effective in building and construction , energy distribution , infrastructure management and water supply .",tekla software solution make customer core process effective building construction energy distribution infrastructure management water supply,@positive,2,0.95426923
Tekla will implement the renewal in software versions which will be introduced in spring 2011 .,tekla implement renewal software version introduced spring,@neutral,2,0.7612242
"Tekla will organize an information meeting for analysts and media at WTC Helsinki Marski meeting room , Aleksanterinkatu 17 , the same day at 12:30 - 1:30 p.m. Light lunch will be served .",tekla organize information meeting analyst medium wtc helsinki marski meeting room aleksanterinkatu day p light lunch served,@neutral,2,0.9615664
The aim is to convert the plants into flexible manufacturers of new and technologically demanding products .,aim convert plant flexible manufacturer new technologically demanding product,@neutral,2,0.62219644
The aim is to develop open-source application solutions .,aim develop open source application solution,@positive,2,0.8785805
"The Annual General Meeting approved a dividend of EUR 0.10 per share , that is , a total of EUR 7,8 million .",annual general meeting approved dividend eur per share total eur million,@positive,3,0.93874896
"The Annual General Meeting approved that the yearly remuneration for the members of the Board of Directors shall remain at EUR 40.000 for the Chairman of the Board , EUR 30.000 for the Deputy Chairman of the Board and EUR 20.000 for other members of the Board .",annual general meeting approved yearly remuneration member board director shall remain eur chairman board eur deputy chairman board eur member board,@positive,2,0.74106854
The annual Thesis contest is aimed to enhance the thesis quality and to strengthen the thesis culture in polytechnics .,annual thesis contest aimed enhance thesis quality strengthen thesis culture polytechnic,@positive,1,0.6106979
"The board machine , which will have a wire width of 6.25 m and a design speed of 900 m-min , will produce close to 1,400 tonnes of folding boxboard per day .",board machine wire width design speed min produce close tonne folding boxboard per day,@neutral,2,0.78000176
The board of directors also proposed that a dividend of EUR0 .20 per outstanding share be paid .,board director also proposed dividend eur per outstanding share paid,@positive,3,0.54195243
"The change in holdings in accordance with Chapter 2 , Section 9 of the Finnish Securities Markets Act is described below .",change holding accordance chapter section finnish security market act described,@positive,2,0.9338181
"The company also appointed Leif Rosen head of the Special Plate unit which includes the quarto plate units in Degerfors , Sweden , and New Castle , USA , the unit in Willich , Germany , as well as Pressplate and Prefab in Avesta and Plate Service Centre Nordic in Degerfors .",company also appointed leif rosen head special plate unit includes quarto plate unit degerfors sweden new castle usa unit willich germany well pressplate prefab avesta plate service centre nordic degerfors,@positive,1,0.97644544
"The company designs , manufactures and markets advanced composite products for industrial applications and consumer goods such as cross-country , alpine and Nordic Walking poles , floorball sticks and antenna radomes .",company design manufacture market advanced composite product industrial application consumer good cross country alpine nordic walking pole floorball stick antenna radome,@positive,1,0.96734446
"The company had earlier said that it was considering different strategic options for the struggling low-cost mobile operator , including a divestment of its holding .",company earlier said considering different strategic option struggling low cost mobile operator including divestment holding,@negative,1,0.869452
The company had hoped the new plant would be on stream by the end of 2008 .,company hoped new plant would stream end,@positive,1,0.9102599
"The company is owned by the State of Finland and the European Aeronautic Defense and Space Company EADS N.V. Tekla is an international software company that provides solutions for building and construction , energy distribution and municipalities .",company owned state finland european aeronautic defense space company eads n v tekla international software company provides solution building construction energy distribution municipality,@positive,1,0.6418665
The company pledged that the new software would render e-mails and other documents much as they appear on desktop computers .,company pledged new software would render e mail document much appear desktop computer,@neutral,2,0.9508998
The company 's advantage in pricing can be seen in the significantly lower prices offered by the new unmanned stations .,company advantage pricing seen significantly lower price offered new unmanned station,@negative,2,0.7989451
"The company said Offshore segment represented 43 % of the total marine engines orders for the July-September 2010 period , Merchant 33 % , Special vessels 18 % , and Cruise and Ferry , and Ship Design -- 2 % and 3 % , respectively .",company said offshore segment represented total marine engine order july september period merchant special vessel cruise ferry ship design respectively,@positive,1,0.69257903
"The company said production volumes so far indicate the circuit is capable of the targeted output rate of 60,000 tonnes per day , or 22 million tonnes a year .",company said production volume far indicate circuit capable targeted output rate tonne per day million tonne year,@positive,3,0.5637908
"The company said that currently the French distribution unit Ragot is located in Loudeac , Normandy , the distribution unit Waterqueen and line supplier Tortue in Saint Marcel in mid-France and the hook manufacturing unit VMC and hook distribution unit VMC Europe in Morvillars .",company said currently french distribution unit ragot located loudeac normandy distribution unit waterqueen line supplier tortue saint marcel mid france hook manufacturing unit vmc hook distribution unit vmc europe morvillars,@neutral,1,0.9771715
"The construction of a large woodworking facility in the Sheksna district of the Vologda Region , in northwest Russia , will begin in 2009 , and the plant will start production in 2011 .",construction large woodworking facility sheksna district vologda region northwest russia begin plant start production,@neutral,1,0.87389725
"The contract consists of a new building with an area of 18,000 sq m and renovation of the existing buildings .",contract consists new building area sq renovation existing building,@neutral,1,0.92994046
"The contractor of the shopping center , China State Construction Engineering Corporation , has previously built e.g. airports , hotels and factories for large international customers in different parts of the world .",contractor shopping center china state construction engineering corporation previously built e g airport hotel factory large international customer different part world,@neutral,1,0.9671601
"The contracts awarded to date , in connection with the system , amount to a total EUR 36 million .",contract awarded date connection system amount total eur million,@positive,1,0.54664284
The corrected chapter is in its entirety below .,corrected chapter entirety,@neutral,2,0.65730363
"The deal , already approved by shareholders , will be carried out in the first half of 2011 .",deal already approved shareholder carried first half,@positive,2,0.370077
The deal strengthens Ramirent 's position especially in the industrial sector and in large investment projects .,deal strengthens ramirent position especially industrial sector large investment project,@positive,1,0.6863333
The deal was worth about EUR 1.2 mn .,deal worth eur mn,@positive,3,0.7566782
"The device offers multimedia performance along with a host of productivity applications , including live stock prices .",device offer multimedia performance along host productivity application including live stock price,@neutral,1,0.9370704
The event can also be viewed as a live audio webcast at www.ahlstrom.com .,event also viewed live audio webcast www ahlstrom com,@neutral,2,0.9312433
The event can also be viewed as a live webcast at www.cargotec.com .,event also viewed live webcast www cargotec com,@neutral,2,0.9235182
The first charging stations will be made available already in 2008 and a whole network is to be ready in 2010 .,first charging station made available already whole network ready,@positive,1,0.57314086
The GeoSolutions team further provides an intriguing new technology combining GPS and Mobile-based technologies together with Internet-based social networking .,geosolutions team provides intriguing new technology combining gps mobile based technology together internet based social networking,@neutral,1,0.958401
The investment will be worth approximately EUR 100mn .,investment worth approximately eur mn,@positive,3,0.88547355
The mill is concentrating on getting the supercalendered line running satisfactorily before restarting its older newsprint line .,mill concentrating getting supercalendered line running satisfactorily restarting older newsprint line,@positive,1,0.9427675
"The most important export markets are Norway , Germany , Russia and France .",important export market norway germany russia france,@positive,1,0.91027135
"The most loyal customers were found in the Bank of +�land , with an index of 8.0 .",loyal customer found bank land index,@positive,2,0.7381593
"The new system , which will include 60 MC3090 PDAs from Motorola , to be used by 60 Poundstretcher operatives across 3 shifts , will integrate in real-time with the company s existing Warehouse Management System , Aldata G.O.L.D Stock , which went live in May 2008 .",new system include mc pda motorola used poundstretcher operative across shift integrate real time company existing warehouse management system aldata g l stock went live may,@neutral,2,0.7106892
"The Nokia Music Store begins trading on Tuesday , selling singles and albums as well as live music streaming .",nokia music store begin trading tuesday selling single album well live music streaming,@positive,1,0.80751896
The number of customers is one of the most important parameters in determining the price of electricity networks .,number customer one important parameter determining price electricity network,@positive,1,0.72938144
The order was valued at over EUR15m .,order valued eur,@positive,3,0.8300097
The order was valued at USD12 .2 m.,order valued usd,@positive,3,0.8300064
The order was worth EUR 8mn .,order worth eur mn,@positive,3,0.864756
The organization that is a member of the Russian auto sector union MPRA has become active since Tikkurila acquired Russian paint company Kraski Teks in 2006 .,organization member russian auto sector union mpra become active since tikkurila acquired russian paint company kraski teks,@positive,2,0.5486051
"The outsourced Scan and Capture solutions transfer paper invoices into electronic format , and Basware Business Transactions Service allows the customer to receive and send invoices in an electronic format .",outsourced scan capture solution transfer paper invoice electronic format basware business transaction service allows customer receive send invoice electronic format,@positive,2,0.96704644
"The parties have also agreed that L+�nnen Tehtaat has the right to sell the remaining shares in Suomen Rehu to Hankkija-Maatalous 15 months after the purchase of the majority holding , at the earliest .",party also agreed l nnen tehtaat right sell remaining share suomen rehu hankkija maatalous month purchase majority holding earliest,@positive,1,0.71157783
The pipeline is strong .,pipeline strong,@positive,1,0.7753823
The potential acquirer is Cencorp Corporation which is a related entity to SAV owing to each of SAV and Cencorp being a subsidiary of the Finnish Savcor Group Oy .,potential acquirer cencorp corporation related entity sav owing sav cencorp subsidiary finnish savcor group oy,@neutral,3,0.65898454
"The prerequisite for inclusion in the program and for receipt of any gains is that key employees acquire Aspo shares to the amount determined by the Board in advance , in the maximum .",prerequisite inclusion program receipt gain key employee acquire aspo share amount determined board advance maximum,@positive,3,0.57136
"The record date for dividend distribution is March 14 , 2008 .",record date dividend distribution march,@neutral,2,0.8658391
"The Samsung Mobile Applications Store was launched in January 2009 by Samsung Mobile Innovator , a program which enables mobile software developers to create applications for use across Samsung mobile devices .",samsung mobile application store launched january samsung mobile innovator program enables mobile software developer create application use across samsung mobile device,@positive,1,0.6208778
The second-quarter net sales are expected to be on par with the first quarter of 2009 .,second quarter net sale expected par first quarter,@neutral,3,0.92543024
"The service is intended to allow the people of thirteen Mediterranean countries to reach the Baltic more rapidly , with a single carrier .",service intended allow people thirteen mediterranean country reach baltic rapidly single carrier,@positive,1,0.6178379
The solid fuel is heated before sludge is mixed therein . '',solid fuel heated sludge mixed therein,@positive,3,0.5525848
"The study evaluated the safety , tolerability and pharmacokinetics of repeated doses of intravenously administered antibody in 26 patients with active plaque psoriasis .",study evaluated safety tolerability pharmacokinetics repeated dos intravenously administered antibody patient active plaque psoriasis,@positive,1,0.95395756
"The ten year rent contract with the right of prolongation on the existing terms , was signed between Stockmann and the owner of the shopping center in 1998 .",ten year rent contract right prolongation existing term signed stockmann owner shopping center,@neutral,1,0.8586279
"The terms of the financing were approved by the Annual General Meeting of the Company held on June 30 , 2010 .",term financing approved annual general meeting company held june,@positive,3,0.40721452
"The total donation amount is EUR 1,115,000 .",total donation amount eur,@neutral,3,0.86128116
"The total investment necessary will be EUR40m , the company estimated .",total investment necessary eur company estimated,@neutral,3,0.5908944
The total project duration is three years and it is valued at some EUR11 .5 m.,total project duration three year valued eur,@positive,3,0.78564596
"The total scope of the project is about 38,000 square metres and it is valued at a total of around EUR75m .",total scope project square metre valued total around eur,@positive,1,0.6796345
"The transaction , which includes US$ 1.5 billion euro1 billion in cash , vendor notes and share purchases , is expected to be completed in the first quarter of 2008 , the Finnish-Swedish paper maker said .",transaction includes u billion euro billion cash vendor note share purchase expected completed first quarter finnish swedish paper maker said,@positive,1,0.49821195
